full time,Hc full,bitstring,demands,layers,search iterations (if aer),pref seed,n candidates,lambdas,constraints
19985.697031974792,-4012.0,00110011111010011110001111000111100110010000100000100110110101101011100111100011100110001000011101000010111111110101010011101111110001000110011110000110000101111001101001001100100110011101010001010111011001001001111000010010011111011011000111001011100101101000011110000111101111011011000011101111011001100110100110101111001110100011111000000110111110111011101111110101100010010100110001001010111111011111011101010101110001111011110010011110001101101111000011111000001010110010001010000010111111100010110111101001011011011011101010100110101100111000011111011110,,2,20,10,50,"{'demand': 3, 'fair': 10, 'pref': 5, 'unavail': 10, 'extent': 8, 'rest': 0, 'titles': 5, 'memory': 3}","{'demand': {'correct rate': 0.42857142857142855, 'too many': np.float64(2.0), 'too few': np.float64(15.0)}, 'titles': {'ST error': 8, 'UL error': 4, 'Ã–L error': 6}, 'preference': {'satisfaction': array([[ 1.11200198,  6.556012  ,  2.67856324, -1.14065633, -1.98212437,
         3.82340363,  4.95570768,  1.70663265,  1.15515276, -1.04951932,
        -0.04300488, -1.37204889,  5.02086972,  1.43918086,  6.75176245,
         2.00945506,  5.57470824, -1.01575848, -3.14144387,  3.29457254]]), 'prefer satisfied': array([[0.66666667, 0.8       , 0.66666667, 0.625     ,        nan,
        0.66666667, 0.75      , 0.        , 0.66666667, 0.8       ,
        0.5       , 0.63636364, 0.875     , 0.75      , 0.72727273,
        1.        , 0.77777778, 0.75      , 1.        , 0.5       ]]), 'prefer not satisfied': array([[0.6       , 0.66666667, 1.        , 0.66666667, 0.33333333,
        1.        , 0.66666667, 0.71428571, 0.5       , 1.        ,
        0.5       , 0.6       , 0.25      ,        nan, 1.        ,
        0.75      ,        nan,        nan, 0.66666667, 0.8       ]])}, 'extent': {'error': array([[-20.        ,  10.        , -15.        , -25.        ,
          0.        ,  -6.66666667, -13.33333333, -35.        ,
        -15.        , -20.        , -20.        , -15.        ,
         -5.        ,  10.        ,   0.        , -15.        ,
         -6.66666667,  -6.66666667, -15.        ,  13.33333333]])}}"
